TaskID,RecordDate,ScenarioCode,ScenarioName,DepartmentID,DepartmentName,CourseType,LabType,SessionType,TaskClass,BatchSize,ExamCriticalFlag,SkillCriticality,CPU_Demand,GPU_Demand,Memory_Demand,Bandwidth_Demand,ExpectedRuntime,ClassStartTime,ClassEndTime,ArrivalTime,Deadline,LatencyTolerance,ContinuitySensitivity,MigrationTolerance,EdgeQueueLength,NodeUtilization,NetworkRTT,PacketLossRate,LabOccupancy,NodeHealthScore,PredictedNextSlotLoad
VSDT-00067,2026-01-08,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Emergency Response Practical,Clinical Skills Lab,Simulation,Interactive Simulation,27,0,0.882,63.99,26.15,6.5,105.89,12.65,2026-01-08 10:30:00,2026-01-08 12:30:00,2026-01-08 12:01:29,2026-01-08 12:27:57,73.96,0.697,0.252,14,0.56,29.5,0.962,0.902,0.971,0.83
VSDT-00068,2026-01-08,NET_DEG,Network degradation,DMED,Digital Media,XR Content Studio,3D Rendering Lab,Simulation,Interactive Simulation,25,0,0.756,67.16,48.22,18.78,59.99,12.4,2026-01-08 08:30:00,2026-01-08 10:00:00,2026-01-08 09:23:33,2026-01-08 09:50:08,120.25,0.864,0.107,1,0.472,82.64,4.444,0.402,0.79,0.396
VSDT-00069,2026-01-08,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Quality Inspection Simulation,Smart Manufacturing Lab,Practice,Immersive Practical Session,28,0,0.808,64.97,58.06,13.67,71.2,45.54,2026-01-08 13:30:00,2026-01-08 15:15:00,2026-01-08 14:04:04,2026-01-08 15:08:34,109.17,0.872,0.05,7,0.297,93.67,3.006,0.667,0.757,0.42
VSDT-00070,2026-01-08,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Production Line Digital Twin,CNC Simulation Lab,Practice,Immersive Practical Session,25,0,0.881,86.32,48.58,23.2,116.55,41.02,2026-01-08 13:30:00,2026-01-08 15:15:00,2026-01-08 14:17:56,2026-01-08 15:08:36,65.29,0.889,0.237,2,0.399,34.39,0.284,0.478,0.86,0.332
VSDT-00071,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,25,0,0.742,61.56,68.59,6.41,49.03,13.16,2026-01-08 13:30:00,2026-01-08 15:00:00,2026-01-08 14:27:43,2026-01-08 14:44:58,102.05,0.787,0.274,18,0.748,21.71,0.236,0.595,0.69,0.734
VSDT-00072,2026-01-08,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,NEM Digital Simulation Laboratory,Simulation,Interactive Simulation,48,0,0.921,47.87,63.24,14.14,156.64,12.57,2026-01-08 08:30:00,2026-01-08 10:00:00,2026-01-08 09:22:45,2026-01-08 09:44:47,131.91,0.725,0.285,6,0.768,27.04,0.613,0.625,0.924,0.889
VSDT-00073,2026-01-08,NORMAL,Normal teaching day,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,NEM Digital Simulation Laboratory,Sync,Content Synchronization,45,0,0.594,22.43,0.56,3.46,224.52,5.11,2026-01-08 08:30:00,2026-01-08 10:15:00,2026-01-08 08:48:05,2026-01-08 09:05:36,192.12,0.386,0.76,4,0.609,28.08,0.863,0.549,0.895,0.622
VSDT-00074,2026-01-08,NET_DEG,Network degradation,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Analytics,Background Analytics,39,0,0.201,78.22,17.16,16.87,69.07,29.99,2026-01-08 15:30:00,2026-01-08 17:00:00,2026-01-08 16:04:20,2026-01-08 16:52:21,383.87,0.396,0.806,5,0.32,81.63,5.364,0.712,0.77,0.701
VSDT-00075,2026-01-08,EXAM,Exam-week priority load,NEM,New Energy Materials,Battery Thermal Safety Visualization,Photovoltaic Characterization Lab,Assessment,Automated Assessment,41,1,0.964,44.94,26.69,16.51,93.6,16.27,2026-01-08 13:30:00,2026-01-08 14:45:00,2026-01-08 14:00:19,2026-01-08 14:30:02,84.47,0.81,0.192,7,0.52,28.76,0.235,0.606,0.836,0.852
VSDT-00076,2026-01-08,NORMAL,Normal teaching day,NURS,Nursing Simulation,Medication Safety Training,Virtual Nursing Simulation Lab,Sync,Content Synchronization,36,0,0.342,38.44,11.74,2.06,165.09,6.61,2026-01-08 10:30:00,2026-01-08 12:30:00,2026-01-08 11:24:41,2026-01-08 11:36:06,258.28,0.271,0.66,5,0.308,22.85,0.502,0.732,0.886,0.539
VSDT-00077,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Quality Inspection Simulation,Smart Manufacturing Lab,Assessment,Automated Assessment,35,1,0.944,36.13,14.47,6.97,88.98,12.86,2026-01-08 15:30:00,2026-01-08 17:15:00,2026-01-08 16:36:40,2026-01-08 16:58:58,122.11,0.906,0.331,25,0.661,20.28,0.442,0.564,0.726,0.626
VSDT-00078,2026-01-08,NORMAL,Normal teaching day,AUTO,Automotive Technology,Automotive Fault Diagnosis,Automotive Simulation Lab,Assessment,Automated Assessment,33,1,0.904,47.48,38.91,15.65,39.45,19.94,2026-01-08 08:30:00,2026-01-08 10:30:00,2026-01-08 09:15:19,2026-01-08 09:39:07,91.02,0.914,0.275,7,0.315,8.43,0.769,0.561,0.899,0.564
VSDT-00079,2026-01-08,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,Smart Manufacturing Lab,Analytics,Background Analytics,29,0,0.411,84.12,32.6,8.64,30.86,49.74,2026-01-08 08:30:00,2026-01-08 09:45:00,2026-01-08 08:41:48,2026-01-08 09:26:19,353.1,0.182,0.977,3,0.556,36.91,0.096,0.628,0.938,0.467
VSDT-00080,2026-01-08,EXAM,Exam-week priority load,ELEC,Electronics Training,Power Electronics Lab,Power Electronics Lab,Assessment,Automated Assessment,22,1,1,33.97,25.25,10.55,39.87,12.77,2026-01-08 10:30:00,2026-01-08 12:15:00,2026-01-08 11:51:27,2026-01-08 12:10:15,136.97,0.628,0.313,7,0.634,28.79,0.136,0.574,0.95,0.817
VSDT-00081,2026-01-08,NORMAL,Normal teaching day,DMED,Digital Media,Media Pipeline Synchronization,3D Rendering Lab,Sync,Content Synchronization,40,0,0.579,29.47,7.97,4.19,132.17,9.62,2026-01-08 10:30:00,2026-01-08 12:30:00,2026-01-08 11:07:38,2026-01-08 11:27:27,204.37,0.239,0.84,2,0.31,12.13,0.647,0.454,0.979,0.448
VSDT-00082,2026-01-08,NORMAL,Normal teaching day,NEM,New Energy Materials,Molecular Dynamics of Solid Electrolytes,Microscopy and Materials Imaging Lab,Practice,Immersive Practical Session,46,0,0.857,100,70.67,39.7,138.69,19.32,2026-01-08 15:30:00,2026-01-08 17:15:00,2026-01-08 16:30:19,2026-01-08 16:59:49,116.96,0.975,0.077,3,0.559,28.47,0.879,0.539,0.938,0.679
VSDT-00083,2026-01-08,NORMAL,Normal teaching day,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Simulation,Interactive Simulation,37,0,0.929,65.89,72.25,6.58,82.52,20.61,2026-01-08 15:30:00,2026-01-08 16:45:00,2026-01-08 15:55:02,2026-01-08 16:28:18,71.44,0.694,0.167,2,0.416,25.1,0.526,0.65,0.972,0.53
VSDT-00084,2026-01-08,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Battery Thermal Safety Visualization,NEM Digital Simulation Laboratory,Analytics,Background Analytics,53,0,0.392,100,41.38,35.39,18.9,61.62,2026-01-08 10:30:00,2026-01-08 12:00:00,2026-01-08 11:23:14,2026-01-08 12:00:00,359.09,0.428,0.691,19,0.677,27.12,0.751,0.695,0.857,0.462
VSDT-00085,2026-01-08,EXAM,Exam-week priority load,DMED,Digital Media,XR Content Studio,3D Rendering Lab,Assessment,Automated Assessment,40,1,1,52.09,46.84,16.95,31.28,17.99,2026-01-08 10:30:00,2026-01-08 11:45:00,2026-01-08 11:04:02,2026-01-08 11:26:11,126.73,0.627,0.417,9,0.611,15.24,0.971,0.844,0.879,0.622
VSDT-00086,2026-01-08,NET_DEG,Network degradation,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,21,0,1,65.67,52.56,16.09,110.74,44.71,2026-01-08 15:30:00,2026-01-08 17:15:00,2026-01-08 15:36:50,2026-01-08 16:34:33,111.84,1,0.147,5,0.666,77.08,5.734,0.676,0.897,0.7
VSDT-00087,2026-01-08,NET_DEG,Network degradation,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Microscopy and Materials Imaging Lab,Analytics,Background Analytics,45,0,0.335,53.84,34.69,14.01,71.02,42.95,2026-01-08 08:30:00,2026-01-08 09:45:00,2026-01-08 09:08:47,2026-01-08 09:45:00,444.11,0.315,0.769,0,0.516,94.93,4.589,0.736,0.814,0.436
VSDT-00088,2026-01-08,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Battery Materials Lab,Practice,Immersive Practical Session,44,0,1,82.25,75.86,14.56,127.3,19.71,2026-01-08 15:30:00,2026-01-08 17:30:00,2026-01-08 15:56:35,2026-01-08 16:24:20,81.68,0.973,0.238,10,0.693,23.63,0.968,0.802,0.865,0.834
VSDT-00089,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,AI-Assisted Circuit Testing,Electronics Training Lab,Practice,Immersive Practical Session,19,0,0.832,62.41,86.04,20.42,126.71,28.94,2026-01-08 15:30:00,2026-01-08 17:00:00,2026-01-08 16:37:48,2026-01-08 17:00:00,108.92,0.869,0.173,19,0.93,23.26,0.095,0.738,0.838,0.498
VSDT-00090,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Practice,Immersive Practical Session,18,0,0.896,45.6,89.28,27.33,171.68,44.53,2026-01-08 08:30:00,2026-01-08 09:45:00,2026-01-08 08:50:47,2026-01-08 09:45:00,112.52,0.997,0.183,26,0.639,30.06,0.7,0.45,0.748,0.659
VSDT-00091,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Battery Thermal Safety Visualization,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,28,1,0.951,46.14,51.95,14.98,62.88,7.59,2026-01-08 15:30:00,2026-01-08 17:15:00,2026-01-08 16:35:58,2026-01-08 16:47:44,74.34,0.949,0.458,23,0.902,19.92,0.869,0.759,0.832,0.57
VSDT-00092,2026-01-08,NORMAL,Normal teaching day,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Practice,Immersive Practical Session,26,0,0.826,44.42,43.76,19.69,178.93,24.03,2026-01-08 13:30:00,2026-01-08 15:00:00,2026-01-08 13:49:14,2026-01-08 14:25:16,87.78,0.907,0.222,1,0.353,25.51,0.648,0.687,0.945,0.311
VSDT-00093,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Photovoltaic Characterization Lab,Simulation,Interactive Simulation,42,0,0.92,62.89,34.74,21.65,91.87,33.23,2026-01-08 10:30:00,2026-01-08 12:00:00,2026-01-08 10:49:25,2026-01-08 11:23:13,146.01,0.77,0.223,20,0.87,26.98,0.42,0.763,0.691,0.68
VSDT-00094,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,NURS,Nursing Simulation,Clinical Assessment Lab,Virtual Nursing Simulation Lab,Analytics,Background Analytics,29,0,0.275,53.83,17.59,27.8,47.25,58.86,2026-01-08 13:30:00,2026-01-08 15:30:00,2026-01-08 15:07:29,2026-01-08 15:30:00,423.49,0.176,0.909,19,0.79,17.91,0.674,0.747,0.702,0.853
VSDT-00095,2026-01-08,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Battery Thermal Safety Visualization,Microscopy and Materials Imaging Lab,Sync,Content Synchronization,41,0,0.486,38.84,3.58,5.36,102.19,7.0,2026-01-08 10:30:00,2026-01-08 12:00:00,2026-01-08 11:23:22,2026-01-08 11:37:26,245.55,0.563,0.745,12,0.525,24.88,0.894,0.354,0.781,0.62
VSDT-00096,2026-01-08,NORMAL,Normal teaching day,NURS,Nursing Simulation,Patient Care Simulation,Clinical Skills Lab,Assessment,Automated Assessment,29,0,0.924,74.82,35.07,5.11,54.21,13.79,2026-01-08 15:30:00,2026-01-08 17:15:00,2026-01-08 16:31:49,2026-01-08 16:49:14,92.53,0.728,0.293,5,0.505,23.68,0.36,0.56,0.886,0.605
VSDT-00097,2026-01-09,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,CNC Simulation Lab,Analytics,Background Analytics,27,0,0.225,78.43,17.24,20.81,28.04,53.0,2026-01-09 13:30:00,2026-01-09 14:45:00,2026-01-09 13:34:29,2026-01-09 14:33:34,402.47,0.21,0.954,11,0.804,29.29,0.148,0.888,0.931,0.773
VSDT-00098,2026-01-09,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Analytics,Background Analytics,37,0,0.419,83.76,16.1,26.44,20.52,57.07,2026-01-09 15:30:00,2026-01-09 17:30:00,2026-01-09 16:37:40,2026-01-09 17:30:00,301.77,0.224,0.968,22,0.66,10.78,0.492,0.41,0.771,0.911
VSDT-00099,2026-01-09,EXAM,Exam-week priority load,NEM,New Energy Materials,Fuel-Cell Catalyst Characterization,Microscopy and Materials Imaging Lab,Analytics,Background Analytics,40,1,0.416,67.2,28.79,29.4,64.29,62.6,2026-01-09 08:30:00,2026-01-09 10:00:00,2026-01-09 08:50:01,2026-01-09 09:50:36,475.37,0.279,0.705,7,0.451,9.81,0.808,0.613,0.844,0.739
VSDT-00100,2026-01-09,EXAM,Exam-week priority load,ELEC,Electronics Training,Control Systems Simulation,Electronics Training Lab,Sync,Content Synchronization,41,1,0.429,23.45,9.98,3.28,70.33,16.69,2026-01-09 10:30:00,2026-01-09 11:45:00,2026-01-09 10:33:21,2026-01-09 10:59:19,253.36,0.39,0.764,11,0.645,22.87,0.693,0.833,0.972,0.761
VSDT-00101,2026-01-09,NET_DEG,Network degradation,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Assessment,Automated Assessment,29,0,0.925,56.09,48.38,9.2,49.86,11.65,2026-01-09 08:30:00,2026-01-09 09:45:00,2026-01-09 08:30:32,2026-01-09 08:57:28,69.88,0.754,0.169,6,0.601,100.71,4.068,0.763,0.872,0.504
VSDT-00102,2026-01-09,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Practice,Immersive Practical Session,37,0,0.942,84.14,78.91,22.82,155.41,39.45,2026-01-09 13:30:00,2026-01-09 15:00:00,2026-01-09 14:26:46,2026-01-09 15:00:00,57.9,0.894,0.068,14,0.579,23.65,0.393,0.918,0.869,0.576
VSDT-00103,2026-01-09,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Supercapacitor Electrode Testing,Photovoltaic Characterization Lab,Simulation,Interactive Simulation,41,0,0.932,42.36,61.41,14.26,43.75,15.66,2026-01-09 15:30:00,2026-01-09 16:45:00,2026-01-09 16:17:16,2026-01-09 16:45:00,118.68,0.685,0.101,12,0.905,22.81,0.599,0.4,0.689,0.614
VSDT-00104,2026-01-09,NORMAL,Normal teaching day,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Sync,Content Synchronization,38,0,0.309,19.45,11.17,4.84,196.22,16.94,2026-01-09 08:30:00,2026-01-09 10:15:00,2026-01-09 08:47:51,2026-01-09 09:16:08,284.14,0.475,0.796,1,0.619,38.53,0.129,0.415,0.892,0.406
VSDT-00105,2026-01-09,EXAM,Exam-week priority load,NEM,New Energy Materials,Fuel-Cell Catalyst Characterization,Microscopy and Materials Imaging Lab,Practice,Immersive Practical Session,24,1,1,59.91,63.36,16.33,188.83,22.97,2026-01-09 15:30:00,2026-01-09 17:15:00,2026-01-09 15:56:23,2026-01-09 16:20:31,93.17,0.862,0.102,12,0.697,12.85,0.593,0.569,0.964,0.664
VSDT-00106,2026-01-09,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Control Systems Simulation,Electronics Training Lab,Sync,Content Synchronization,33,0,0.544,20.62,0.44,8.43,190.0,15.23,2026-01-09 15:30:00,2026-01-09 17:30:00,2026-01-09 15:33:08,2026-01-09 16:00:21,326.82,0.235,0.593,15,0.809,20.61,0.384,0.875,0.873,0.771
VSDT-00107,2026-01-09,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Sensor Calibration and Data Logging,Power Electronics Lab,Practice,Immersive Practical Session,32,0,0.983,85.07,57.2,14.88,72.69,37.32,2026-01-09 13:30:00,2026-01-09 15:15:00,2026-01-09 14:15:11,2026-01-09 15:07:08,75.05,0.854,0.19,16,0.53,22.56,0.133,0.724,0.826,0.643
VSDT-00108,2026-01-09,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,CNC Simulation Lab,Assessment,Automated Assessment,33,0,0.858,33.95,16.03,16.77,48.93,19.19,2026-01-09 13:30:00,2026-01-09 15:00:00,2026-01-09 14:01:08,2026-01-09 14:30:19,67.33,0.781,0.434,8,0.685,11.02,0.742,0.785,0.835,0.881
VSDT-00109,2026-01-09,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Emergency Response Practical,Clinical Skills Lab,Simulation,Interactive Simulation,32,0,0.752,34.76,35.22,17.69,40.82,12.1,2026-01-09 13:30:00,2026-01-09 15:15:00,2026-01-09 13:51:23,2026-01-09 14:12:25,155.56,0.904,0.258,11,0.607,11.8,0.528,0.612,0.823,0.526
VSDT-00110,2026-01-09,EXAM,Exam-week priority load,NEM,New Energy Materials,AI-Based Microstructure Analysis of Perovskite Solar Cells,Battery Materials Lab,Practice,Immersive Practical Session,25,1,1,84.15,86.24,26.33,89.72,39.09,2026-01-09 13:30:00,2026-01-09 14:45:00,2026-01-09 13:46:43,2026-01-09 14:26:24,128.94,0.881,0.045,6,0.772,21.95,0.142,0.699,0.825,0.705
VSDT-00111,2026-01-09,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,AI-Assisted Circuit Testing,Electronics Training Lab,Sync,Content Synchronization,33,0,0.436,12.85,5.22,2.71,191.21,7.07,2026-01-09 15:30:00,2026-01-09 16:45:00,2026-01-09 15:44:42,2026-01-09 16:08:49,319.48,0.283,0.688,13,0.811,40.2,0.966,0.459,0.737,0.869
VSDT-00112,2026-01-09,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Simulation,Interactive Simulation,24,0,0.711,36.04,25.05,7.98,89.73,18.72,2026-01-09 08:30:00,2026-01-09 09:45:00,2026-01-09 09:12:12,2026-01-09 09:45:00,110.06,0.847,0.24,14,0.586,33.37,0.144,0.845,0.856,0.82
VSDT-00113,2026-01-09,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,NEM Digital Simulation Laboratory,Practice,Immersive Practical Session,41,0,0.995,93.08,100,26.26,102.05,30.05,2026-01-09 13:30:00,2026-01-09 15:30:00,2026-01-09 13:57:54,2026-01-09 14:40:56,88.19,0.94,0.018,10,0.84,15.34,0.265,0.692,0.846,0.639
VSDT-00114,2026-01-09,NORMAL,Normal teaching day,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Practice,Immersive Practical Session,25,0,0.978,66.4,45.01,13.82,114.96,28.33,2026-01-09 10:30:00,2026-01-09 11:45:00,2026-01-09 10:52:50,2026-01-09 11:29:25,60.03,0.886,0.209,7,0.564,8.21,0.739,0.695,0.827,0.697
VSDT-00115,2026-01-09,EXAM,Exam-week priority load,ELEC,Electronics Training,Power Electronics Lab,Electronics Training Lab,Assessment,Automated Assessment,38,1,0.994,32.25,56.93,5.53,92.23,17.94,2026-01-09 10:30:00,2026-01-09 12:15:00,2026-01-09 10:56:48,2026-01-09 11:24:04,117.41,0.659,0.195,10,0.377,35.6,0.869,0.938,0.94,0.686
VSDT-00116,2026-01-09,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Robot Cell Control,Smart Manufacturing Lab,Assessment,Automated Assessment,23,1,0.97,42.45,20.17,17.03,93.45,16.6,2026-01-09 10:30:00,2026-01-09 11:45:00,2026-01-09 11:07:39,2026-01-09 11:31:11,139.42,0.699,0.361,15,0.53,10.49,0.649,0.913,0.958,0.668
VSDT-00117,2026-01-09,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Production Line Digital Twin,Smart Manufacturing Lab,Simulation,Interactive Simulation,20,0,0.797,56.16,24.76,5.98,37.24,28.52,2026-01-09 15:30:00,2026-01-09 17:15:00,2026-01-09 16:39:00,2026-01-09 17:13:13,86.22,0.706,0.167,18,0.98,31.39,0.947,0.722,0.767,0.684
VSDT-00118,2026-01-09,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,Smart Manufacturing Lab,Simulation,Interactive Simulation,18,0,0.689,55.45,41.77,14.77,88.86,23.31,2026-01-09 10:30:00,2026-01-09 12:00:00,2026-01-09 10:35:14,2026-01-09 11:06:20,149.52,0.698,0.121,7,0.539,8.97,0.796,0.706,0.829,0.371
VSDT-00119,2026-01-09,EXAM,Exam-week priority load,DMED,Digital Media,Immersive Design Assessment,XR Media Studio,Simulation,Interactive Simulation,22,1,0.979,48.03,56.92,16.65,104.92,8.05,2026-01-09 10:30:00,2026-01-09 12:30:00,2026-01-09 10:39:10,2026-01-09 10:50:56,148.3,0.693,0.249,10,0.762,25.06,0.944,0.797,0.905,0.83
VSDT-00120,2026-01-09,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Production Line Digital Twin,CNC Simulation Lab,Simulation,Interactive Simulation,40,0,0.859,61.33,36.67,18.14,98.13,13.01,2026-01-09 10:30:00,2026-01-09 12:15:00,2026-01-09 10:34:49,2026-01-09 10:51:48,97.59,0.927,0.239,23,0.838,12.09,0.588,0.739,0.781,0.847
VSDT-00121,2026-01-09,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Quality Inspection Simulation,Smart Manufacturing Lab,Simulation,Interactive Simulation,21,0,0.876,38.88,61.6,11.87,85.17,22.15,2026-01-09 15:30:00,2026-01-09 16:45:00,2026-01-09 15:31:44,2026-01-09 16:10:13,71.22,0.842,0.335,1,0.407,73.36,2.432,0.763,0.852,0.456
VSDT-00122,2026-01-09,EXAM,Exam-week priority load,NURS,Nursing Simulation,Clinical Assessment Lab,Clinical Skills Lab,Assessment,Automated Assessment,23,1,0.929,43.12,16.9,17.24,64.93,8.63,2026-01-09 08:30:00,2026-01-09 09:45:00,2026-01-09 08:59:49,2026-01-09 09:16:53,86.21,0.787,0.271,11,0.439,22.05,0.999,0.754,0.898,0.612
VSDT-00123,2026-01-09,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Battery Materials Lab,Assessment,Automated Assessment,42,0,0.912,70.28,26.43,6.36,35.09,17.17,2026-01-09 10:30:00,2026-01-09 12:15:00,2026-01-09 10:30:08,2026-01-09 10:58:59,115.39,0.814,0.154,13,0.895,13.24,0.729,0.584,0.746,0.865
VSDT-00124,2026-01-09,EXAM,Exam-week priority load,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,Microscopy and Materials Imaging Lab,Practice,Immersive Practical Session,45,1,0.946,78.42,92.29,30.66,83.84,18.96,2026-01-09 08:30:00,2026-01-09 10:00:00,2026-01-09 09:28:01,2026-01-09 09:55:35,101.47,0.851,0.153,15,0.667,38.51,0.952,0.711,0.983,0.605
VSDT-00125,2026-01-09,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Photovoltaic Characterization Lab,Sync,Content Synchronization,53,0,0.428,39.07,4.19,7.73,107.89,13.05,2026-01-09 10:30:00,2026-01-09 12:30:00,2026-01-09 12:04:50,2026-01-09 12:29:50,320.68,0.525,0.585,13,0.9,24.05,0.673,0.719,0.834,0.684
VSDT-00126,2026-01-09,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Analytics,Background Analytics,20,0,0.48,33.8,0.14,7.63,54.61,51.78,2026-01-09 15:30:00,2026-01-09 17:15:00,2026-01-09 16:25:10,2026-01-09 17:15:00,447.74,0.369,0.85,5,0.48,70.26,2.773,0.445,0.837,0.707
VSDT-00127,2026-01-09,NET_DEG,Network degradation,AUTO,Automotive Technology,EV Maintenance Practical,Automotive Simulation Lab,Assessment,Automated Assessment,32,1,0.992,67.08,63.81,11.13,63.47,9.05,2026-01-09 15:30:00,2026-01-09 17:15:00,2026-01-09 15:34:17,2026-01-09 15:51:19,98.8,0.663,0.415,5,0.626,86.7,4.058,0.525,0.894,0.307
