TaskID,UrgencyScore,FairnessCorrection,CongestionRisk,VEPS_PriorityScore,AssignedResourceLayer,AssignedResourceID,PlacementUtility
VSDT-00307,0.6729,0.0769,0.3786,0.6945,Local Edge,EDGE-01,0.6759
VSDT-00308,0,-0.55,0.4054,0.3647,Local Edge,EDGE-06,0.5315
VSDT-00309,0.4757,0.0769,0.3446,0.634,Local Edge,EDGE-04,0.6577
VSDT-00310,0.7855,0.2874,0.233,0.7109,Local Edge,EDGE-04,0.7141
VSDT-00311,0.3912,-0.55,0.421,0.5782,Local Edge,EDGE-05,0.577
VSDT-00312,0.6057,0.0646,0.3941,0.6455,Local Edge,EDGE-06,0.6309
VSDT-00313,0.1879,0.2727,0.4339,0.3991,Local Edge,EDGE-02,0.5406
VSDT-00314,0.5683,-0.55,0.4553,0.2602,Peer Edge,EDGE-08,0.3597
VSDT-00315,0.4292,0.1654,0.2229,0.4313,Local Edge,EDGE-06,0.6038
VSDT-00316,0.8044,0.3034,0.4386,0.7428,Local Edge,EDGE-05,0.6733
VSDT-00317,0.5537,-0.55,0.1857,0.5055,Local Edge,EDGE-06,0.6437
VSDT-00318,0.5374,0.3507,0.4118,0.525,Local Edge,EDGE-05,0.6205
VSDT-00319,0.5619,0.0632,0.3388,0.6375,Local Edge,EDGE-03,0.6569
VSDT-00320,0,-0.55,0.3392,0.518,Local Edge,EDGE-02,0.6156
VSDT-00321,0.1488,0.048,0.3275,0.3835,Local Edge,EDGE-03,0.5607
VSDT-00322,0.064,0.2721,0.346,0.3764,Local Edge,EDGE-01,0.5812
VSDT-00323,0.7506,-0.55,0.2849,0.6919,Local Edge,EDGE-06,0.6835
VSDT-00324,0,0.1679,0.518,0.1389,Peer Edge,EDGE-11,0.359
VSDT-00325,0.1559,0.2555,0.5492,0.5705,Peer Edge,EDGE-10,0.5614
VSDT-00326,0.3789,0.3455,0.4,0.6398,Local Edge,EDGE-03,0.6774
VSDT-00327,0.5897,-0.55,0.1922,0.5371,Local Edge,EDGE-06,0.6501
VSDT-00328,0.7344,-0.55,0.3833,0.5681,Local Edge,EDGE-04,0.5917
VSDT-00329,0.7423,-0.55,0.3619,0.5489,Local Edge,EDGE-06,0.5871
VSDT-00330,0.0716,0.3333,0.5963,0.1609,Cloud,CLOUD-14,0.3615
VSDT-00331,0.3755,0.1857,0.2128,0.2965,Cloud,CLOUD-12,0.5337
VSDT-00332,0.0213,0.3381,0.2679,0.4191,Local Edge,EDGE-03,0.6359
VSDT-00333,0.0523,0.3191,0.4146,0.3558,Cloud,CLOUD-13,0.5201
VSDT-00334,0.7458,0.258,0.2853,0.5855,Local Edge,EDGE-03,0.6672
VSDT-00335,0.1565,0.1761,0.2652,0.1327,Cloud,CLOUD-12,0.4006
VSDT-00336,0.0897,-0.55,0.3711,0.5479,Local Edge,EDGE-03,0.6349
VSDT-00337,0.2874,-0.55,0.4399,0.5547,Peer Edge,EDGE-08,0.537
VSDT-00338,0.2415,0.0801,0.3715,0.1668,Peer Edge,EDGE-08,0.3868
VSDT-00339,0,0.1638,0.4911,0.3467,Local Edge,EDGE-04,0.5094
VSDT-00340,0.4088,0.0801,0.3721,0.6067,Peer Edge,EDGE-10,0.636
VSDT-00341,0.1676,-0.55,0.3914,0.3739,Peer Edge,EDGE-08,0.5429
VSDT-00342,0.7053,0.3149,0.2527,0.701,Local Edge,EDGE-01,0.6998
VSDT-00343,0.438,0.3379,0.2983,0.5532,Peer Edge,EDGE-07,0.6656
VSDT-00344,0.5659,0.1724,0.1701,0.5425,Local Edge,EDGE-05,0.689
VSDT-00345,0.6103,0.0722,0.3054,0.4539,Local Edge,EDGE-02,0.559
VSDT-00346,0.5847,0.0548,0.2023,0.5022,Local Edge,EDGE-02,0.638
VSDT-00347,0.8104,0.3447,0.3618,0.7107,Local Edge,EDGE-02,0.6773
VSDT-00348,0.664,0.0408,0.5895,0.4946,Peer Edge,EDGE-08,0.4764
VSDT-00349,0,0.0237,0.3119,0.5159,Local Edge,EDGE-02,0.6066
VSDT-00350,0.617,0.0237,0.3405,0.5134,Local Edge,EDGE-06,0.6039
VSDT-00351,0.7239,0.3108,0.4053,0.7105,Local Edge,EDGE-04,0.681
VSDT-00352,0.7854,0.2727,0.4306,0.7547,Local Edge,EDGE-05,0.7027
VSDT-00353,0.7788,0.3333,0.5023,0.5821,Local Edge,EDGE-04,0.6405
VSDT-00354,0.5466,0.2953,0.4273,0.2788,Local Edge,EDGE-05,0.4499
VSDT-00355,0.4626,0.2776,0.453,0.4851,Peer Edge,EDGE-07,0.5448
VSDT-00356,0.5584,0.28,0.3759,0.6371,Peer Edge,EDGE-07,0.6389
VSDT-00357,0.2864,0.2625,0.3524,0.4667,Local Edge,EDGE-06,0.6196
VSDT-00358,0,0.3245,0.4318,0.1389,Cloud,CLOUD-12,0.3992
VSDT-00359,0,0.2673,0.6446,0.371,Peer Edge,EDGE-10,0.4981
VSDT-00360,0,-0.55,0.3352,0.3595,Local Edge,EDGE-03,0.5502
VSDT-00361,0.7155,-0.55,0.4662,0.502,Peer Edge,EDGE-08,0.5642
VSDT-00362,0.5731,0.2549,0.4435,0.5487,Local Edge,EDGE-01,0.5875
VSDT-00363,0.0761,-0.55,0.3928,0.1277,Cloud,CLOUD-14,0.3229
VSDT-00364,0,0.0455,0.5673,0.3275,Peer Edge,EDGE-10,0.4471
VSDT-00365,0.6956,-0.55,0.3611,0.4606,Peer Edge,EDGE-08,0.5075
VSDT-00366,0,0.3204,0.5377,0.3581,Local Edge,EDGE-03,0.5108
VSDT-00367,0.4161,-0.55,0.4548,0.4806,Local Edge,EDGE-03,0.583
VSDT-00368,0.648,0.2452,0.3182,0.5487,Local Edge,EDGE-02,0.6302
VSDT-00369,0,0.3248,0.4255,0.1218,Cloud,CLOUD-12,0.3917
VSDT-00370,0.547,0.2283,0.4577,0.5418,Local Edge,EDGE-06,0.6187
VSDT-00371,0.7181,-0.55,0.4419,0.7142,Local Edge,EDGE-03,0.6708
VSDT-00372,0.6058,0.2716,0.3321,0.6816,Local Edge,EDGE-05,0.6846
VSDT-00373,0.6075,-0.55,0.3353,0.5244,Local Edge,EDGE-05,0.5984
VSDT-00374,0.6445,0.3333,0.4091,0.7251,Local Edge,EDGE-05,0.6813
VSDT-00375,0.3078,-0.55,0.2947,0.6053,Local Edge,EDGE-04,0.6611
VSDT-00376,0.5752,0.0536,0.4851,0.6159,Peer Edge,EDGE-11,0.5392
VSDT-00377,0.6432,-0.55,0.3081,0.5548,Local Edge,EDGE-06,0.6374
VSDT-00378,0.1783,-0.55,0.303,0.4333,Local Edge,EDGE-01,0.5796
VSDT-00379,0.4894,0.325,0.4171,0.6283,Local Edge,EDGE-04,0.626
VSDT-00380,0.6834,-0.55,0.4219,0.6488,Local Edge,EDGE-06,0.6146
VSDT-00381,0.6798,0.236,0.203,0.5818,Local Edge,EDGE-01,0.6722
VSDT-00382,0.7319,-0.55,0.4349,0.5681,Local Edge,EDGE-02,0.6299
VSDT-00383,0.2947,0.3148,0.358,0.4334,Cloud,CLOUD-14,0.5523
VSDT-00384,0.7153,0.2431,0.3694,0.5239,Local Edge,EDGE-02,0.6108
VSDT-00385,0.288,0.0613,0.5413,0.3982,Peer Edge,EDGE-10,0.4583
VSDT-00386,0.1286,0.2294,0.427,0.4111,Local Edge,EDGE-03,0.6011
VSDT-00387,0.6738,0.0488,0.4393,0.5347,Local Edge,EDGE-01,0.5823
VSDT-00388,0.3655,0.307,0.4961,0.4369,Local Edge,EDGE-04,0.5295
VSDT-00389,0.4937,-0.55,0.391,0.4908,Local Edge,EDGE-05,0.571
VSDT-00390,0,0.2387,0.3036,0.3749,Local Edge,EDGE-01,0.5658
VSDT-00391,0.4993,-0.55,0.2921,0.2385,Local Edge,EDGE-04,0.4357
VSDT-00392,0,-0.55,0.4098,0.5115,Local Edge,EDGE-04,0.5853
VSDT-00393,0.3544,0.2432,0.5302,0.4537,Peer Edge,EDGE-08,0.566
VSDT-00394,0,0.2275,0.2038,0.3124,Local Edge,EDGE-05,0.5715
VSDT-00395,0.4496,0.0479,0.2908,0.3235,Cloud,CLOUD-13,0.4911
VSDT-00396,0.5679,0.2299,0.3318,0.6435,Local Edge,EDGE-05,0.6472
VSDT-00397,0.6462,0.3036,0.3076,0.3479,Local Edge,EDGE-05,0.5507
VSDT-00398,0.1037,0.2166,0.3411,0.3709,Local Edge,EDGE-05,0.5461
VSDT-00399,0.5232,-0.55,0.3694,0.2484,Local Edge,EDGE-03,0.3987
VSDT-00400,0.5529,0.0442,0.6087,0.4597,Peer Edge,EDGE-10,0.4815
VSDT-00401,0.5605,0.3118,0.3497,0.4947,Local Edge,EDGE-01,0.5978
VSDT-00402,0.8046,0.0323,0.4983,0.3822,Peer Edge,EDGE-07,0.4136
VSDT-00403,0.4327,-0.55,0.3254,0.4829,Local Edge,EDGE-02,0.5579
VSDT-00404,0.3374,0.0204,0.3963,0.5352,Peer Edge,EDGE-09,0.5731
VSDT-00405,0.6477,0.3023,0.4596,0.5612,Local Edge,EDGE-03,0.6319
VSDT-00406,0.4872,0.3043,0.4071,0.5515,Local Edge,EDGE-04,0.6354
VSDT-00407,0.7743,0.0116,0.4212,0.5177,Peer Edge,EDGE-08,0.5568
VSDT-00408,0,0.2911,0.366,0.3378,Local Edge,EDGE-05,0.5348
VSDT-00409,0,-0.55,0.265,0.3895,Local Edge,EDGE-05,0.5816
VSDT-00410,0.7133,-0.55,0.282,0.713,Local Edge,EDGE-05,0.7029
VSDT-00411,0.5891,0.2951,0.4528,0.539,Local Edge,EDGE-05,0.6033
VSDT-00412,0.4103,0.28,0.4682,0.4801,Local Edge,EDGE-05,0.6023
VSDT-00413,0.5106,0.265,0.4113,0.53,Local Edge,EDGE-02,0.6159
VSDT-00414,0.5514,-0.55,0.4989,0.479,Cloud,CLOUD-13,0.5296
VSDT-00415,0.4198,0.0142,0.4363,0.5659,Cloud,CLOUD-14,0.5924
VSDT-00416,0.1853,0.2881,0.6012,0.1824,Cloud,CLOUD-14,0.3564
VSDT-00417,0,0.2563,0.1974,0.364,Local Edge,EDGE-03,0.6009
VSDT-00418,0.5982,-0.55,0.3686,0.549,Peer Edge,EDGE-10,0.6026
VSDT-00419,0.5408,0.2753,0.3869,0.6567,Local Edge,EDGE-04,0.6694
VSDT-00420,0.3032,-0.55,0.2084,0.4824,Local Edge,EDGE-03,0.6311
VSDT-00421,0.3337,0.2793,0.4489,0.6174,Local Edge,EDGE-05,0.6609
VSDT-00422,0.4398,-0.55,0.2215,0.4539,Local Edge,EDGE-04,0.5962
VSDT-00423,0.7463,-0.55,0.3018,0.7315,Local Edge,EDGE-03,0.6981
VSDT-00424,0.0274,-0.55,0.3397,0.3653,Local Edge,EDGE-05,0.5649
VSDT-00425,0.6571,0.2521,0.3736,0.7119,Local Edge,EDGE-04,0.702
VSDT-00426,0,-0.55,0.445,0.3622,Local Edge,EDGE-02,0.5225
VSDT-00427,0.65,0.2541,0.386,0.5038,Local Edge,EDGE-02,0.5533
VSDT-00428,0.0548,0.2727,0.3067,0.4108,Local Edge,EDGE-01,0.6038
VSDT-00429,0.5312,-0.55,0.403,0.6625,Local Edge,EDGE-04,0.6568
VSDT-00430,0.1233,0.2932,0.5222,0.4048,Local Edge,EDGE-01,0.5432
VSDT-00431,0.3876,-0.55,0.4233,0.361,Cloud,CLOUD-13,0.4643
VSDT-00432,0,-0.55,0.2372,0.3427,Local Edge,EDGE-06,0.5663
VSDT-00433,0,-0.55,0.3332,0.3575,Local Edge,EDGE-04,0.5352
VSDT-00434,0,0.0354,0.2912,0.3316,Local Edge,EDGE-03,0.5505
VSDT-00435,0.6029,0.248,0.3048,0.5438,Local Edge,EDGE-04,0.6589
VSDT-00436,0,0.2807,0.4206,0.3356,Cloud,CLOUD-14,0.4995
VSDT-00437,0,0.25,0.4625,0.3861,Local Edge,EDGE-06,0.5316
VSDT-00438,0.6669,-0.55,0.3603,0.5159,Peer Edge,EDGE-08,0.5614
VSDT-00439,0.3985,-0.55,0.5784,0.5875,Peer Edge,EDGE-09,0.5338
VSDT-00440,0.7239,0.2722,0.2106,0.3922,Peer Edge,EDGE-09,0.5683
VSDT-00441,0.5892,0.2884,0.4494,0.6487,Local Edge,EDGE-05,0.6429
VSDT-00442,0.6762,0.2742,0.2738,0.5996,Local Edge,EDGE-04,0.6925
VSDT-00443,0.2667,0.2761,0.2445,0.4821,Local Edge,EDGE-03,0.6615
VSDT-00444,0.7567,0.262,0.3779,0.5963,Local Edge,EDGE-06,0.6556
VSDT-00445,0,-0.55,0.3619,0.4877,Local Edge,EDGE-04,0.6018
VSDT-00446,0,-0.55,0.5498,0.3528,Peer Edge,EDGE-09,0.482
VSDT-00447,0.4133,-0.55,0.2787,0.5817,Local Edge,EDGE-02,0.6081
VSDT-00448,0,0.2857,0.3446,0.4169,Local Edge,EDGE-01,0.6024
VSDT-00449,0.2408,0.066,0.3594,0.4558,Local Edge,EDGE-03,0.5737
VSDT-00450,0.6318,0.2737,0.3322,0.3069,Peer Edge,EDGE-10,0.502
VSDT-00451,0.3657,0.2598,0.4136,0.6157,Local Edge,EDGE-03,0.6657
VSDT-00452,0.4917,0.2618,0.4337,0.5014,Local Edge,EDGE-01,0.5709
VSDT-00453,0.4761,-0.55,0.4272,0.4787,Local Edge,EDGE-02,0.5281
VSDT-00454,0.566,0.25,0.4653,0.3372,Peer Edge,EDGE-11,0.4483
VSDT-00455,0.2235,0.2364,0.2678,0.2025,Cloud,CLOUD-13,0.4338
VSDT-00456,0.5158,-0.55,0.2298,0.6116,Local Edge,EDGE-06,0.6497
VSDT-00457,0.0567,0.2713,0.5402,0.3452,Peer Edge,EDGE-08,0.4837
VSDT-00458,0.2892,0.2887,0.2475,0.4286,Local Edge,EDGE-01,0.5789
VSDT-00459,0.4469,0.2751,0.4797,0.6372,Local Edge,EDGE-04,0.6276
VSDT-00460,0.6228,-0.55,0.3011,0.6821,Peer Edge,EDGE-11,0.6584
VSDT-00461,0.6239,0.2327,0.4347,0.7091,Peer Edge,EDGE-10,0.6815
VSDT-00462,0,0.2653,0.3168,0.127,Cloud,CLOUD-14,0.4239
VSDT-00463,0.4269,-0.55,0.4735,0.4471,Local Edge,EDGE-03,0.5199
VSDT-00464,0.8091,0.084,0.1974,0.6242,Local Edge,EDGE-02,0.6983
VSDT-00465,0.0315,-0.55,0.4166,0.3935,Local Edge,EDGE-03,0.5581
VSDT-00466,0.647,-0.55,0.2096,0.4988,Local Edge,EDGE-05,0.6057
VSDT-00467,0.2776,0.2727,0.3855,0.5894,Local Edge,EDGE-02,0.6387
VSDT-00468,0.4171,-0.55,0.2822,0.6141,Local Edge,EDGE-03,0.6431
VSDT-00469,0,0.2312,0.4872,0.3355,Local Edge,EDGE-03,0.4979
VSDT-00470,0.054,0.2782,0.434,0.1411,Peer Edge,EDGE-09,0.3661
VSDT-00471,0.6126,0.22,0.3557,0.4714,Local Edge,EDGE-04,0.6008
VSDT-00472,0.1896,-0.55,0.36,0.4355,Local Edge,EDGE-01,0.5922
VSDT-00473,0.0125,-0.55,0.3457,0.5074,Local Edge,EDGE-02,0.6047
VSDT-00474,0.3093,0.0896,0.6485,0.1755,Cloud,CLOUD-13,0.2995
VSDT-00475,0.3192,0.0769,0.4032,0.4136,Local Edge,EDGE-01,0.5637
VSDT-00476,0.6593,0.0644,0.4028,0.7033,Local Edge,EDGE-03,0.6673
VSDT-00477,0.4697,0.2723,0.4525,0.4517,Peer Edge,EDGE-09,0.5784
VSDT-00478,0.48,0.2741,0.2953,0.5247,Local Edge,EDGE-05,0.6547
VSDT-00479,0.803,0.2906,0.423,0.6257,Local Edge,EDGE-06,0.6678
VSDT-00480,0,-0.55,0.402,0.3765,Local Edge,EDGE-02,0.5372
VSDT-00481,0,0.0735,0.281,0.1247,Cloud,CLOUD-13,0.4106
VSDT-00482,0.5423,0.2665,0.2969,0.6455,Local Edge,EDGE-04,0.6792
VSDT-00483,0.8688,0.2683,0.3774,0.4389,Peer Edge,EDGE-11,0.5648
VSDT-00484,0.6279,0.2555,0.5265,0.2707,Cloud,CLOUD-14,0.3759
VSDT-00485,0.6829,0.2282,0.3266,0.5309,Local Edge,EDGE-01,0.6153
VSDT-00486,0.523,-0.55,0.3669,0.4766,Local Edge,EDGE-03,0.5664
VSDT-00487,0.5678,-0.55,0.4523,0.4659,Peer Edge,EDGE-09,0.4913
VSDT-00488,0.4457,0.2193,0.2114,0.5076,Local Edge,EDGE-04,0.6517
VSDT-00489,0.6846,0.2067,0.441,0.5307,Local Edge,EDGE-03,0.5962
VSDT-00490,0.5403,-0.55,0.3844,0.6404,Local Edge,EDGE-03,0.624
VSDT-00491,0,0.2679,0.3365,0.3851,Local Edge,EDGE-04,0.5817
VSDT-00492,0.4752,0.2967,0.421,0.6676,Local Edge,EDGE-01,0.6935
VSDT-00493,0.5904,-0.55,0.4269,0.502,Cloud,CLOUD-14,0.5913
VSDT-00494,0.7116,0.2857,0.4469,0.7159,Peer Edge,EDGE-10,0.6361
VSDT-00495,0.7475,0.2732,0.2942,0.5447,Local Edge,EDGE-06,0.6397
VSDT-00496,0.7104,-0.55,0.25,0.5701,Local Edge,EDGE-02,0.6489
VSDT-00497,0,0.2766,0.2625,0.3348,Local Edge,EDGE-02,0.5746
VSDT-00498,0.4288,0.2642,0.375,0.3643,Cloud,CLOUD-12,0.4677
VSDT-00499,0.4496,0.0965,0.1762,0.3417,Cloud,CLOUD-14,0.5331
VSDT-00500,0.3427,0.0845,0.4946,0.5709,Local Edge,EDGE-06,0.5764
VSDT-00501,0.4725,0.2131,0.5171,0.4457,Peer Edge,EDGE-07,0.5415
VSDT-00502,0.5882,-0.55,0.3485,0.2709,Local Edge,EDGE-04,0.4449
VSDT-00503,0.6452,-0.55,0.3827,0.5367,Local Edge,EDGE-04,0.6206
VSDT-00504,0.5145,0.2727,0.357,0.5052,Local Edge,EDGE-01,0.6398
VSDT-00505,0.5728,0.2744,0.4069,0.6841,Local Edge,EDGE-06,0.6929
VSDT-00506,0,-0.55,0.2304,0.3712,Local Edge,EDGE-03,0.5778
VSDT-00507,0.4608,0.2222,0.3437,0.664,Local Edge,EDGE-05,0.6943
VSDT-00508,0.3748,-0.55,0.4854,0.4934,Peer Edge,EDGE-09,0.5314
VSDT-00509,0.5428,-0.55,0.5222,0.5144,Peer Edge,EDGE-09,0.5451
VSDT-00510,0,0.0897,0.4402,0.2544,Peer Edge,EDGE-11,0.4459
VSDT-00511,0.7173,-0.55,0.4643,0.711,Local Edge,EDGE-05,0.6611
VSDT-00512,0.6107,-0.55,0.3801,0.6329,Local Edge,EDGE-01,0.6205
VSDT-00513,0.7494,0.0938,0.452,0.7061,Local Edge,EDGE-06,0.6704
VSDT-00514,0.1189,-0.55,0.1832,0.3499,Peer Edge,EDGE-07,0.5618
VSDT-00515,0.4979,0.2756,0.2635,0.5239,Local Edge,EDGE-05,0.6662
VSDT-00516,0.5998,-0.55,0.4265,0.4817,Local Edge,EDGE-05,0.5381
VSDT-00517,0.6277,0.2773,0.487,0.388,Local Edge,EDGE-02,0.506
VSDT-00518,0,0.2245,0.3028,0.5518,Local Edge,EDGE-04,0.6663
VSDT-00519,0.2946,0.267,0.3447,0.2218,Peer Edge,EDGE-11,0.4662
VSDT-00520,0,0.2551,0.2528,0.0864,Peer Edge,EDGE-09,0.3972
VSDT-00521,0.7526,0.0946,0.5015,0.5103,Peer Edge,EDGE-07,0.5249
VSDT-00522,0.7138,-0.55,0.4067,0.6722,Peer Edge,EDGE-08,0.6343
VSDT-00523,0.3793,0.2735,0.3488,0.5104,Peer Edge,EDGE-09,0.6391
VSDT-00524,0.8539,-0.55,0.3861,0.7384,Local Edge,EDGE-05,0.6679
VSDT-00525,0.8586,0.2902,0.4669,0.5992,Cloud,CLOUD-12,0.5918
VSDT-00526,0.0133,0.2517,0.354,0.3953,Local Edge,EDGE-05,0.6048
VSDT-00527,0.6222,-0.55,0.3011,0.5164,Local Edge,EDGE-01,0.6011
VSDT-00528,0.6614,-0.55,0.3218,0.5016,Local Edge,EDGE-01,0.5862
VSDT-00529,0.3981,0.2699,0.4667,0.2697,Cloud,CLOUD-14,0.4254
VSDT-00530,0.4703,0.2848,0.3572,0.5124,Local Edge,EDGE-01,0.629
VSDT-00531,0,0.2731,0.26,0.2659,Cloud,CLOUD-14,0.4688
VSDT-00532,0.6577,-0.55,0.2388,0.5542,Local Edge,EDGE-06,0.6547
VSDT-00533,0.3262,0.1053,0.2037,0.4722,Local Edge,EDGE-05,0.619
VSDT-00534,0.3062,0.2648,0.4186,0.4846,Peer Edge,EDGE-11,0.5666
VSDT-00535,0.5962,0.2402,0.2252,0.3673,Peer Edge,EDGE-10,0.5645
VSDT-00536,0.4162,-0.55,0.1974,0.4865,Local Edge,EDGE-01,0.6427
VSDT-00537,0.5468,0.2565,0.2595,0.6448,Local Edge,EDGE-06,0.6826
VSDT-00538,0.59,0.1,0.4027,0.4921,Local Edge,EDGE-02,0.5883
VSDT-00539,0.7497,-0.55,0.5637,0.3838,Peer Edge,EDGE-11,0.4377
VSDT-00540,0,-0.55,0.4303,0.2757,Cloud,CLOUD-14,0.4191
VSDT-00541,0.7392,0.2727,0.288,0.5576,Local Edge,EDGE-02,0.6481
VSDT-00542,0.4807,0.0929,0.4576,0.4906,Peer Edge,EDGE-11,0.6053
VSDT-00543,0.3498,0.2629,0.2826,0.4679,Local Edge,EDGE-04,0.6388
VSDT-00544,0.582,-0.55,0.4982,0.5296,Local Edge,EDGE-02,0.5743
VSDT-00545,0.545,0.2661,0.5328,0.5124,Local Edge,EDGE-06,0.6062
VSDT-00546,0.2656,-0.55,0.1884,0.2575,Cloud,CLOUD-13,0.4878
VSDT-00547,0.7661,0.0897,0.4185,0.7234,Peer Edge,EDGE-09,0.6242
VSDT-00548,0,0.258,0.4351,0.3353,Local Edge,EDGE-02,0.5358
VSDT-00549,0.3659,-0.55,0.2894,0.5848,Local Edge,EDGE-06,0.6391
VSDT-00550,0.7725,0.2611,0.3896,0.7384,Local Edge,EDGE-05,0.6907
VSDT-00551,0.4848,0.2754,0.3429,0.4767,Local Edge,EDGE-01,0.5931
VSDT-00552,0.7367,-0.55,0.3297,0.5275,Cloud,CLOUD-12,0.5883
VSDT-00553,0.6213,0.2658,0.5331,0.3777,Peer Edge,EDGE-11,0.4906
VSDT-00554,0.7312,0.2547,0.3117,0.7375,Local Edge,EDGE-04,0.7338
VSDT-00555,0,0.2563,0.4616,0.3855,Peer Edge,EDGE-07,0.5068
VSDT-00556,0.5682,0.2563,0.3615,0.6803,Local Edge,EDGE-06,0.6707
VSDT-00557,0,0.2579,0.3278,0.3638,Local Edge,EDGE-01,0.5749
VSDT-00558,0.0059,0.0962,0.3517,0.5065,Local Edge,EDGE-05,0.6273
VSDT-00559,0.4496,0.261,0.2184,0.2835,Cloud,CLOUD-14,0.5194
VSDT-00560,0.2551,-0.55,0.4076,0.178,Peer Edge,EDGE-10,0.4076
VSDT-00561,0.6171,0.2516,0.4869,0.5,Local Edge,EDGE-04,0.5623
VSDT-00562,0.5122,-0.55,0.3897,0.2315,Local Edge,EDGE-05,0.4024
VSDT-00563,0.4233,0.0932,0.3934,0.5924,Cloud,CLOUD-13,0.6178
VSDT-00564,0.6279,-0.55,0.3716,0.6607,Local Edge,EDGE-03,0.6537
VSDT-00565,0.7109,0.2438,0.4682,0.5748,Local Edge,EDGE-02,0.6138
VSDT-00566,0.1551,-0.55,0.3468,0.3267,Cloud,CLOUD-13,0.4788
VSDT-00567,0.0778,0.2346,0.2205,0.4167,Local Edge,EDGE-02,0.6312
VSDT-00568,0.0193,0.2608,0.4216,0.1628,Cloud,CLOUD-12,0.3915
VSDT-00569,0.2886,0.0883,0.3263,0.4378,Local Edge,EDGE-01,0.6005
VSDT-00570,0.3254,0.2623,0.37,0.2451,Cloud,CLOUD-13,0.4494
VSDT-00571,0.4961,0.2515,0.3468,0.3205,Local Edge,EDGE-06,0.478
VSDT-00572,0.7224,0.2286,0.2959,0.6032,Local Edge,EDGE-02,0.6802
VSDT-00573,0.6286,0.0835,0.4558,0.4968,Peer Edge,EDGE-10,0.5734
VSDT-00574,0.34,0.2195,0.3289,0.4613,Peer Edge,EDGE-10,0.5993
VSDT-00575,0.5938,-0.55,0.5056,0.324,Peer Edge,EDGE-08,0.4526
VSDT-00576,0.3685,0.2713,0.3535,0.2973,Cloud,CLOUD-12,0.5003
VSDT-00577,0.7521,-0.55,0.3268,0.707,Local Edge,EDGE-04,0.659
VSDT-00578,0.7108,0.2137,0.4782,0.3353,Local Edge,EDGE-01,0.4434
VSDT-00579,0.6907,0.0825,0.368,0.7172,Local Edge,EDGE-02,0.7008
VSDT-00580,0.0851,-0.55,0.3314,0.1709,Cloud,CLOUD-14,0.4103
VSDT-00581,0.5547,0.2786,0.2961,0.5502,Local Edge,EDGE-04,0.6663
VSDT-00582,0.4349,0.268,0.3836,0.2081,Peer Edge,EDGE-11,0.4337
VSDT-00583,0.6269,-0.55,0.257,0.5581,Local Edge,EDGE-04,0.6703
VSDT-00584,0.4892,0.259,0.3908,0.2522,Cloud,CLOUD-12,0.4242
VSDT-00585,0.1232,-0.55,0.2558,0.3603,Local Edge,EDGE-01,0.5467
VSDT-00586,0.6617,-0.55,0.2201,0.4919,Peer Edge,EDGE-08,0.61
VSDT-00587,0.5683,0.0851,0.4042,0.5411,Local Edge,EDGE-03,0.6
VSDT-00588,0.0781,0.2648,0.4292,0.3792,Local Edge,EDGE-02,0.5324
VSDT-00589,0.5464,0.2544,0.2953,0.3164,Local Edge,EDGE-06,0.4786
VSDT-00590,0.4352,-0.55,0.5314,0.29,Cloud,CLOUD-14,0.4128
VSDT-00591,0.8259,0.2809,0.597,0.7587,Peer Edge,EDGE-09,0.6572
VSDT-00592,0.4483,0.2588,0.3565,0.4721,Local Edge,EDGE-01,0.6123
VSDT-00593,0.3931,0.2485,0.216,0.4985,Local Edge,EDGE-01,0.6504
VSDT-00594,0.1724,0.25,0.2252,0.1664,Cloud,CLOUD-12,0.4679
VSDT-00595,0.0884,0.2749,0.4368,0.5515,Local Edge,EDGE-02,0.6376
VSDT-00596,0.8093,-0.55,0.4531,0.5736,Peer Edge,EDGE-08,0.5582
VSDT-00597,0.6276,-0.55,0.321,0.667,Local Edge,EDGE-06,0.6706
VSDT-00598,0.3974,0.2326,0.372,0.5954,Local Edge,EDGE-01,0.6225
VSDT-00599,0.1633,-0.55,0.3801,0.3844,Local Edge,EDGE-02,0.5321
VSDT-00600,0.3832,0.2456,0.3158,0.2972,Cloud,CLOUD-14,0.4955
VSDT-00601,0.6004,0.2471,0.2256,0.5415,Local Edge,EDGE-01,0.6785
VSDT-00602,0.473,0.237,0.2931,0.5393,Local Edge,EDGE-02,0.6591
VSDT-00603,0.2949,0.1,0.6118,0.4327,Peer Edge,EDGE-10,0.5267
VSDT-00604,0.3904,-0.55,0.4146,0.2621,Cloud,CLOUD-13,0.4096
VSDT-00605,0.6085,-0.55,0.4299,0.5257,Local Edge,EDGE-02,0.601
VSDT-00606,0.6948,0.2428,0.381,0.5514,Local Edge,EDGE-02,0.637
VSDT-00607,0.36,-0.55,0.2021,0.2363,Cloud,CLOUD-14,0.4612
VSDT-00608,0.5657,-0.55,0.2244,0.51,Local Edge,EDGE-01,0.6225
VSDT-00609,0.6537,0.2357,0.4606,0.6814,Peer Edge,EDGE-09,0.6495
VSDT-00610,0.6273,0.1006,0.3618,0.5595,Local Edge,EDGE-05,0.6304
VSDT-00611,0.7157,0.25,0.4277,0.6891,Peer Edge,EDGE-08,0.6452
VSDT-00612,0,0.2401,0.4121,0.3415,Local Edge,EDGE-05,0.5271
VSDT-00613,0.7331,0.2302,0.3869,0.5264,Local Edge,EDGE-03,0.6091
